lib,chrs,start,stop,cos,width
results/06_tiger/lib1_MappedOn_tair10,Chr1,6625206,6625801,6625504,595
results/06_tiger/lib1_MappedOn_tair10,Chr3,1055555,1055777,1055666,222
results/06_tiger/lib1_MappedOn_tair10,Chr3,11010533,11011282,11010907,749
results/06_tiger/lib1_MappedOn_tair10,Chr3,15569055,15569264,15569159,209
results/06_tiger/lib1_MappedOn_tair10,Chr4,1508037,1508284,1508161,247
results/06_tiger/lib1_MappedOn_tair10,Chr5,14104483,14105415,14104949,932
results/06_tiger/lib1_MappedOn_tair10,Chr5,21504598,21504921,21504760,323
results/06_tiger/lib10_MappedOn_tair10,Chr1,19849851,19849855,19849853,4
results/06_tiger/lib10_MappedOn_tair10,Chr2,9987868,9987872,9987870,4
results/06_tiger/lib10_MappedOn_tair10,Chr2,12293246,12294066,12293656,820
results/06_tiger/lib10_MappedOn_tair10,Chr4,5183574,5184244,5183909,670
results/06_tiger/lib10_MappedOn_tair10,Chr5,9969044,9969375,9969210,331
results/06_tiger/lib10_MappedOn_tair10,Chr5,22277559,22278703,22278131,1144
results/06_tiger/lib11_MappedOn_tair10,Chr1,1696028,1696198,1696113,170
results/06_tiger/lib11_MappedOn_tair10,Chr3,17254846,17258036,17256441,3190
results/06_tiger/lib11_MappedOn_tair10,Chr4,5365189,5365304,5365247,115
results/06_tiger/lib11_MappedOn_tair10,Chr5,8030303,8030436,8030369,133
results/06_tiger/lib11_MappedOn_tair10,Chr5,13231039,13231110,13231075,71
results/06_tiger/lib11_MappedOn_tair10,Chr5,18061403,18061471,18061437,68
results/06_tiger/lib11_MappedOn_tair10,Chr5,23081094,23081897,23081496,803
results/06_tiger/lib12_MappedOn_tair10,Chr1,11196183,11196559,11196371,376
results/06_tiger/lib12_MappedOn_tair10,Chr1,24581908,24582693,24582300,785
results/06_tiger/lib12_MappedOn_tair10,Chr3,1121465,1122294,1121879,829
results/06_tiger/lib12_MappedOn_tair10,Chr3,14811793,14812859,14812326,1066
results/06_tiger/lib12_MappedOn_tair10,Chr3,15703814,15705362,15704588,1548
results/06_tiger/lib12_MappedOn_tair10,Chr4,17239446,17240357,17239902,911
results/06_tiger/lib12_MappedOn_tair10,Chr5,8419098,8419338,8419218,240
results/06_tiger/lib12_MappedOn_tair10,Chr5,21191970,21192372,21192171,402
results/06_tiger/lib13_MappedOn_tair10,Chr1,8354852,8355045,8354948,193
results/06_tiger/lib13_MappedOn_tair10,Chr1,16643504,16643665,16643584,161
results/06_tiger/lib13_MappedOn_tair10,Chr1,23586956,23587207,23587082,251
results/06_tiger/lib13_MappedOn_tair10,Chr1,29878497,29879361,29878929,864
results/06_tiger/lib13_MappedOn_tair10,Chr2,6916607,6916706,6916657,99
results/06_tiger/lib13_MappedOn_tair10,Chr3,23176452,23176940,23176696,488
results/06_tiger/lib13_MappedOn_tair10,Chr4,16693938,16694586,16694262,648
results/06_tiger/lib13_MappedOn_tair10,Chr5,7811026,7812011,7811518,985
results/06_tiger/lib13_MappedOn_tair10,Chr5,21292983,21293186,21293085,203
results/06_tiger/lib14_MappedOn_tair10,Chr2,7052855,7052937,7052896,82
results/06_tiger/lib14_MappedOn_tair10,Chr2,17993164,17995439,17994302,2275
results/06_tiger/lib14_MappedOn_tair10,Chr2,19242955,19243444,19243199,489
results/06_tiger/lib14_MappedOn_tair10,Chr3,809741,809961,809851,220
results/06_tiger/lib14_MappedOn_tair10,Chr3,15991816,15994063,15992940,2247
results/06_tiger/lib14_MappedOn_tair10,Chr4,6964554,6964681,6964618,127
results/06_tiger/lib15_MappedOn_tair10,Chr1,3561504,3562114,3561809,610
results/06_tiger/lib15_MappedOn_tair10,Chr1,4872272,4872961,4872616,689
results/06_tiger/lib15_MappedOn_tair10,Chr1,8946816,8947867,8947342,1051
results/06_tiger/lib15_MappedOn_tair10,Chr1,20445369,20446829,20446099,1460
results/06_tiger/lib15_MappedOn_tair10,Chr1,25258718,25260660,25259689,1942
results/06_tiger/lib15_MappedOn_tair10,Chr3,10738349,10738388,10738369,39
results/06_tiger/lib15_MappedOn_tair10,Chr3,18678933,18679741,18679337,808
results/06_tiger/lib15_MappedOn_tair10,Chr4,1048582,1048971,1048776,389
results/06_tiger/lib15_MappedOn_tair10,Chr4,17413867,17414726,17414297,859
results/06_tiger/lib15_MappedOn_tair10,Chr5,7752283,7752439,7752361,156
results/06_tiger/lib15_MappedOn_tair10,Chr5,14717937,14718224,14718081,287
results/06_tiger/lib15_MappedOn_tair10,Chr5,22191807,22192081,22191944,274
results/06_tiger/lib15_MappedOn_tair10,Chr5,25197899,25199080,25198489,1181
results/06_tiger/lib16_MappedOn_tair10,Chr1,4889209,4890219,4889714,1010
results/06_tiger/lib16_MappedOn_tair10,Chr1,12183347,12184393,12183870,1046
results/06_tiger/lib16_MappedOn_tair10,Chr1,29468158,29468474,29468316,316
results/06_tiger/lib16_MappedOn_tair10,Chr2,19014885,19014963,19014924,78
results/06_tiger/lib16_MappedOn_tair10,Chr3,15665059,15666043,15665551,984
results/06_tiger/lib16_MappedOn_tair10,Chr3,20379241,20380359,20379800,1118
results/06_tiger/lib16_MappedOn_tair10,Chr4,5143324,5143455,5143390,131
results/06_tiger/lib16_MappedOn_tair10,Chr5,25921384,25922647,25922016,1263
results/06_tiger/lib17_MappedOn_tair10,Chr1,6309969,6310786,6310377,817
results/06_tiger/lib17_MappedOn_tair10,Chr1,20785180,20785619,20785400,439
results/06_tiger/lib17_MappedOn_tair10,Chr2,12353512,12354308,12353910,796
results/06_tiger/lib17_MappedOn_tair10,Chr4,1397847,1397954,1397901,107
results/06_tiger/lib17_MappedOn_tair10,Chr4,12102390,12102917,12102654,527
results/06_tiger/lib17_MappedOn_tair10,Chr4,18210972,18213701,18212336,2729
results/06_tiger/lib17_MappedOn_tair10,Chr5,9868076,9869689,9868882,1613
results/06_tiger/lib18_MappedOn_tair10,Chr1,8448407,8448613,8448510,206
results/06_tiger/lib18_MappedOn_tair10,Chr1,16813509,16813871,16813690,362
results/06_tiger/lib18_MappedOn_tair10,Chr1,24537444,24538166,24537805,722
results/06_tiger/lib18_MappedOn_tair10,Chr2,6542501,6542833,6542667,332
results/06_tiger/lib18_MappedOn_tair10,Chr3,15502186,15502255,15502220,69
results/06_tiger/lib18_MappedOn_tair10,Chr4,14769226,14773912,14771569,4686
results/06_tiger/lib18_MappedOn_tair10,Chr5,3141165,3141794,3141479,629
results/06_tiger/lib18_MappedOn_tair10,Chr5,16163277,16163721,16163499,444
results/06_tiger/lib19_MappedOn_tair10,Chr1,8655687,8655715,8655701,28
results/06_tiger/lib19_MappedOn_tair10,Chr1,23138212,23138507,23138360,295
results/06_tiger/lib19_MappedOn_tair10,Chr2,584278,584455,584366,177
results/06_tiger/lib19_MappedOn_tair10,Chr2,11650786,11650852,11650819,66
results/06_tiger/lib19_MappedOn_tair10,Chr3,18835469,18835787,18835628,318
results/06_tiger/lib19_MappedOn_tair10,Chr5,10238732,10239128,10238930,396
results/06_tiger/lib19_MappedOn_tair10,Chr5,21138846,21139502,21139174,656
results/06_tiger/lib2_MappedOn_tair10,Chr1,16430200,16430791,16430496,591
results/06_tiger/lib2_MappedOn_tair10,Chr2,970449,970554,970501,105
results/06_tiger/lib2_MappedOn_tair10,Chr2,6669063,6669805,6669434,742
results/06_tiger/lib2_MappedOn_tair10,Chr2,11565998,11566529,11566264,531
results/06_tiger/lib2_MappedOn_tair10,Chr3,513431,513600,513515,169
results/06_tiger/lib2_MappedOn_tair10,Chr3,10355181,10355324,10355253,143
results/06_tiger/lib2_MappedOn_tair10,Chr3,22369129,22371553,22370341,2424
results/06_tiger/lib2_MappedOn_tair10,Chr4,1197316,1197362,1197339,46
results/06_tiger/lib2_MappedOn_tair10,Chr5,13880957,13882391,13881674,1434
results/06_tiger/lib20_MappedOn_tair10,Chr1,432021,432547,432284,526
results/06_tiger/lib20_MappedOn_tair10,Chr1,17252565,17252626,17252595,61
results/06_tiger/lib20_MappedOn_tair10,Chr1,20236721,20236779,20236750,58
results/06_tiger/lib20_MappedOn_tair10,Chr1,29163082,29163173,29163128,91
results/06_tiger/lib20_MappedOn_tair10,Chr2,12430587,12430748,12430667,161
results/06_tiger/lib20_MappedOn_tair10,Chr3,17479224,17479256,17479240,32
results/06_tiger/lib20_MappedOn_tair10,Chr4,6752117,6752193,6752155,76
results/06_tiger/lib21_MappedOn_tair10,Chr1,562860,563367,563114,507
results/06_tiger/lib21_MappedOn_tair10,Chr2,1867137,1867994,1867565,857
